u	v	x_coord	y_coord	group	intercept	beta_feat1	beta_feat2
7	5	-1.212436	-1.351	20	6.02704972145802	3.00716505376489	-2.85518891355492
8	5	-1.143154	-1.351	21	6.02704972145802	3.00716505376489	-2.85518891355492
9	5	-1.073872	-1.351	2	6.02704972145802	3.00716505376489	-2.85518891355492
10	5	-1.004589	-1.351	2	6.02704972145802	3.00716505376489	-2.85518891355492
11	5	-0.935307	-1.351	2	6.02704972145802	3.00716505376489	-2.85518891355492
12	5	-0.866025	-1.351	2	6.02704972145802	3.00716505376489	-2.85518891355492
13	5	-0.796743	-1.351	2	6.02704972145802	3.00716505376489	-2.85518891355492
14	5	-0.727461	-1.351	2	6.02704972145802	3.00716505376489	-2.85518891355492
15	5	-0.658179	-1.351	2	6.02704972145802	3.00716505376489	-2.85518891355492
16	5	-0.588897	-1.351	2	6.02704972145802	3.00716505376489	-2.85518891355492
17	5	-0.519615	-1.351	2	6.02704972145802	3.00716505376489	-2.85518891355492
18	5	-0.450333	-1.351	6	6.02704972145802	3.00716505376489	-2.85518891355492
19	5	-0.381051	-1.351	6	6.02704972145802	3.00716505376489	-2.85518891355492
20	5	-0.311769	-1.351	6	6.02704972145802	3.00716505376489	-2.85518891355492
21	5	-0.242487	-1.351	6	6.02704972145802	3.00716505376489	-2.85518891355492
22	5	-0.173205	-1.351	6	6.02704972145802	3.00716505376489	-2.85518891355492
23	5	-0.103923	-1.351	6	6.02704972145802	3.00716505376489	-2.85518891355492
24	5	-0.034641	-1.351	6	6.02704972145802	3.00716505376489	-2.85518891355492
25	5	0.034641	-1.351	6	6.02704972145802	3.00716505376489	-2.85518891355492
26	5	0.103923	-1.351	6	6.02704972145802	3.00716505376489	-2.85518891355492
27	5	0.173205	-1.351	6	6.02704972145802	3.00716505376489	-2.85518891355492
28	5	0.242487	-1.351	6	6.02704972145802	3.00716505376489	-2.85518891355492
29	5	0.311769	-1.351	6	6.02704972145802	3.00716505376489	-2.85518891355492
30	5	0.381051	-1.351	6	6.02704972145802	3.00716505376489	-2.85518891355492
31	5	0.450333	-1.351	6	6.02704972145802	3.00716505376489	-2.85518891355492
32	5	0.519615	-1.351	22	6.02704972145802	3.00716505376489	-2.85518891355492
33	5	0.588897	-1.351	22	6.02704972145802	3.00716505376489	-2.85518891355492
34	5	0.658179	-1.351	22	6.02704972145802	3.00716505376489	-2.85518891355492
35	5	0.727461	-1.351	25	6.02704972145802	3.00716505376489	-2.85518891355492
36	5	0.796743	-1.351	25	6.02704972145802	3.00716505376489	-2.85518891355492
37	5	0.866025	-1.351	26	6.02704972145802	3.00716505376489	-2.85518891355492
38	5	0.935307	-1.351	26	6.02704972145802	3.00716505376489	-2.85518891355492
39	5	1.004589	-1.351	26	6.02704972145802	3.00716505376489	-2.85518891355492
40	5	1.073872	-1.351	23	5.94828816987671	2.77191770998081	-2.7679835785093
41	5	1.143154	-1.351	4	5.94828816987671	2.73160956307028	-2.7679835785093
42	5	1.212436	-1.351	4	5.94828816987671	2.73160956307028	-2.7679835785093
43	5	1.281718	-1.351	4	5.94828816987671	2.73160956307028	-2.7679835785093
44	5	1.351	-1.351	4	5.94828816987671	2.73160956307028	-2.7679835785093
45	5	1.420282	-1.351	4	5.94828816987671	2.73160956307028	-2.7679835785093
46	5	1.489564	-1.351	4	5.94828816987671	2.73160956307028	-2.7679835785093
47	5	1.558846	-1.351	4	5.94828816987671	2.73160956307028	-2.7679835785093
48	5	1.628128	-1.351	4	5.94828816987671	2.73160956307028	-2.7679835785093
49	5	1.69741	-1.351	4	5.94828816987671	2.73160956307028	-2.7679835785093
0	6	-1.69741	-1.281718	16	6.09910689941107	2.77241378616888	-2.85518891355492
1	6	-1.628128	-1.281718	24	6.09910689941107	2.77241378616888	-2.85518891355492
2	6	-1.558846	-1.281718	17	6.09910689941107	2.77241378616888	-2.85518891355492
3	6	-1.489564	-1.281718	17	6.09910689941107	2.77241378616888	-2.85518891355492
4	6	-1.420282	-1.281718	18	6.09910689941107	2.77241378616888	-2.85518891355492
