u	v	x_coord	y_coord	group	intercept	beta_feat1	beta_feat2
3	6	0.612245	1.22449	37	5.08535331176001	0.575952362819591	-3.02292741580759
4	6	0.816327	1.22449	37	5.08535331176001	0.575952362819591	-3.02292741580759
5	6	1.020408	1.22449	37	5.08535331176001	0.575952362819591	-3.02292741580759
6	6	1.22449	1.22449	32	5.01984310149535	0.575952362819591	-2.98366224623026
7	6	1.428571	1.22449	32	5.01984310149535	0.575952362819591	-2.98366224623026
8	6	1.632653	1.22449	32	5.01984310149535	0.575952362819591	-2.98366224623026
9	6	1.836735	1.22449	38	5.01984310149535	0.575952362819591	-2.98366224623026
10	6	2.040816	1.22449	38	5.01984310149535	0.575952362819591	-2.98366224623026
11	6	2.244898	1.22449	39	5.01984310149535	0.575952362819591	-2.98366224623026
12	6	2.44898	1.22449	40	5.00796175836893	0.575952362819591	-2.98366224623026
13	6	2.653061	1.22449	40	5.00796175836893	0.575952362819591	-2.98366224623026
14	6	2.857143	1.22449	26	4.91997763206269	0.532352064564209	-2.98346939763212
15	6	3.061224	1.22449	26	4.91997763206269	0.532352064564209	-2.98346939763212
16	6	3.265306	1.22449	26	4.91997763206269	0.532352064564209	-2.98346939763212
17	6	3.469388	1.22449	41	2.34679701594147	1.89232367955522	2.76449751832515
18	6	3.673469	1.22449	41	2.34679701594147	1.89232367955522	2.76449751832515
19	6	3.877551	1.22449	7	1.16886980441113	1.89232367955522	4.03892180039256
20	6	4.081633	1.22449	42	1.16886980441113	1.89232367955522	3.48492146167848
21	6	4.285714	1.22449	42	1.16886980441113	1.89232367955522	3.48492146167848
22	6	4.489796	1.22449	43	1.0717799821129	2.03844013555942	3.92357363739697
23	6	4.693878	1.22449	43	1.0717799821129	2.03844013555942	3.92357363739697
24	6	4.897959	1.22449	43	1.0717799821129	2.03844013555942	3.92357363739697
25	6	5.102041	1.22449	43	1.0717799821129	2.03844013555942	3.92357363739697
26	6	5.306122	1.22449	44	0.984185269109382	2.03844013555942	3.9732073901188
27	6	5.510204	1.22449	44	0.984185269109382	2.03844013555942	3.9732073901188
28	6	5.714286	1.22449	33	0.995828940487909	2.01653901148507	3.98845406782205
29	6	5.918367	1.22449	33	0.995828940487909	2.01653901148507	3.98845406782205
30	6	6.122449	1.22449	33	0.995828940487909	2.01653901148507	3.98845406782205
31	6	6.326531	1.22449	30	0.995828940487909	1.9383386552901	3.92814668668877
32	6	6.530612	1.22449	30	0.995828940487909	1.9383386552901	3.92814668668877
33	6	6.734694	1.22449	45	0.904945955800736	2.02730485615919	4.10086726003823
34	6	6.938776	1.22449	45	0.904945955800736	2.02730485615919	4.10086726003823
35	6	7.142857	1.22449	46	0.904945955800736	2.02730485615919	4.05499465873553
36	6	7.346939	1.22449	47	1.08683062116215	2.02730485615919	4.05499465873553
37	6	7.55102	1.22449	47	1.08683062116215	2.02730485615919	4.05499465873553
38	6	7.755102	1.22449	47	1.08683062116215	2.02730485615919	4.05499465873553
39	6	7.959184	1.22449	47	1.08683062116215	2.02730485615919	4.05499465873553
40	6	8.163265	1.22449	47	1.08683062116215	2.02730485615919	4.05499465873553
41	6	8.367347	1.22449	47	1.08683062116215	2.02730485615919	4.05499465873553
42	6	8.571429	1.22449	47	1.08683062116215	2.02730485615919	4.05499465873553
43	6	8.77551	1.22449	47	1.08683062116215	2.02730485615919	4.05499465873553
44	6	8.979592	1.22449	47	1.08683062116215	2.02730485615919	4.05499465873553
45	6	9.183673	1.22449	48	1.08683062116215	1.94045237675515	4.05499465873553
46	6	9.387755	1.22449	48	1.08683062116215	1.94045237675515	4.05499465873553
